epoch,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,0.8198150640255526,0.7634680538700003,2.3251288910508974,0.14933271094784115,0.8293669764932833,0.7574164776623019,2.2466413270011816,0.15075540125312847,1
1,0.7877775191825036,0.7686210485583909,2.229354867857511,0.14864866869863433,0.8267521305303824,0.7588932142125637,2.215954166920846,0.14478309823256164,2
2,0.7779196276040802,0.770909237097421,2.2064349950844666,0.14798033496437452,0.8233331737549682,0.7572338576280779,2.1995543707796266,0.14942164169982994,3
3,0.7655653198037231,0.77362743579387,2.191975205872383,0.14595923719348694,0.805147238938432,0.7639683697073177,2.1848805770415263,0.14499497406075382,4
4,0.7570477993951903,0.7757829504217598,2.178427588377964,0.14496353585155933,0.8042068526148796,0.7641148445278438,2.1721147817915876,0.14377989609170055,5
5,0.7537329235794948,0.777372732595335,2.1673520651470604,0.14370136092000543,0.7924553707242012,0.7651573206252884,2.162731046126368,0.1503460711104981,6
6,0.7470534001003232,0.7790394207979146,2.157179025902729,0.1436552552343907,0.7913370358316522,0.7675181575936928,2.1532077725908,0.14334163669439443,7
7,0.7420895425374048,0.7797351899145971,2.1489581855570026,0.14277660310104737,0.7862475825767768,0.7684041923879741,2.1451083462302116,0.14713117868164832,8
8,0.7384234818275909,0.7813190033925628,2.14090291628801,0.1418400352053668,0.7898304774572975,0.768209746262509,2.1376707473949286,0.1416425026286253,8
9,0.7332128877179664,0.7827263629689254,2.1344424141979292,0.1416061462478092,0.7830865117280107,0.7701128374734876,2.1311987847372507,0.13804423143471126,9
10,0.7278482026349732,0.7841031964021751,2.1277139589297236,0.14082354166088423,0.7839650666243152,0.7693351360101667,2.124368888297814,0.14206137064840607,9
11,0.7254090339903942,0.7850208815669297,2.12121162882935,0.14037340425702247,0.7819849615034304,0.7708715876959962,2.1184960904521266,0.14293838636184442,10
12,0.7212344664056398,0.7860914404816632,2.11565283772673,0.13997783521545618,0.7793398330870428,0.7736239697330032,2.112971192703819,0.1391160622357279,11
