epoch,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,0.5914347760335744,0.8127030806569824,1.851315888594581,0.10921897656041325,0.5921633371397068,0.8120431836376844,1.8017162154522124,0.10901106712197471,1
1,0.5594274347332138,0.8216008850063384,1.7858936846503148,0.10481840684884793,0.5733375653624535,0.8172475255149678,1.7754975111718263,0.10568010315520912,2
2,0.5427468831035477,0.8256365389772364,1.7661629301767963,0.10306496086864668,0.5673094147130062,0.8186052500366975,1.7576929213362453,0.10655897675041678,3
3,0.5336767759152323,0.8282252524634347,1.7512120587182243,0.10154154852495464,0.5652987649174113,0.8206570353655128,1.7454323846713324,0.10117971895396202,4
4,0.5272524266040813,0.8303047587787907,1.7403962880535357,0.10038773034585938,0.5592727695640765,0.8219692606098825,1.7354195319796293,0.10103754467403435,5
5,0.5220539215538237,0.8316816811266765,1.7311009783910507,0.09962063081503222,0.5608537152017418,0.8221810537193516,1.727741435892005,0.1024945240476491,5
6,0.5229484987712046,0.8311927515443626,1.724547033183479,0.09950917714885729,0.5448628996155764,0.8269867475378172,1.7221265457610175,0.10194804928371606,6
7,0.5126695879718713,0.8346856659443759,1.7189924712567783,0.09809934158234178,0.5441993438883832,0.8273298292822122,1.715843118128572,0.098795372546349,7
8,0.5122947729862573,0.8354632408231693,1.7129424091898746,0.09724814535501908,0.5415970836815082,0.8285787470279249,1.7108148541782782,0.1002297249764543,8
9,0.5068026217757261,0.8362829241695245,1.7082819962257514,0.09688880184340212,0.53106825547783,0.831015227309929,1.705761612198914,0.09838322663936458,9
10,0.5038415811868787,0.8370718725568872,1.7035797701505708,0.09668223042326506,0.5303640087576289,0.8318266792301943,1.7012942060880416,0.09666805634603592,10
11,0.5027863919952809,0.8382498760126083,1.6991330682731702,0.09589202193225534,0.5348061328263659,0.8303533201735066,1.697494929147066,0.09595257188493592,10
12,0.4969617821537612,0.8393465183214979,1.6953945711549396,0.09539355892052444,0.5351700696898134,0.8297577293979882,1.6935135717595342,0.09464412536237073,10
13,0.49366980198095417,0.8405341305331989,1.6914864816247663,0.09487120587958807,0.524841232127265,0.8342614031359343,1.6898073656214514,0.0935961708925246,11
14,0.49120853741963705,0.8412655493418975,1.6880479498339511,0.09450605892059169,0.5241691219179254,0.8326000060373423,1.6861861287663107,0.09901471652828867,12
15,0.49143085092828986,0.841275833330448,1.6846891254177865,0.09461052400908988,0.5266726718529274,0.8326175847383225,1.6830441436390526,0.09498810751139924,12
16,0.4866110591904113,0.8427473546099946,1.6814569798366523,0.09381279557549363,0.5229078106974301,0.8340486128266699,1.6799568978622754,0.0962040953144407,13
17,0.485837277138268,0.842878872520573,1.6784235158974166,0.09356680943592738,0.5299882220202371,0.8325180215859068,1.6769973464783947,0.09676468664140411,13
18,0.48276622907547223,0.8437204297241541,1.6756335935530702,0.09332221025225107,0.5245001133727399,0.8331976094239386,1.6742089044026132,0.0954696660448916,13
19,0.48212272909998194,0.8440777653378034,1.6729995181486579,0.09302595653860905,0.5176241069247848,0.8358895439152373,1.6716446486877552,0.09380761501099111,14
20,0.4758328717920864,0.8460830373408194,1.6701769303307594,0.09202996515416331,0.517893110960722,0.8354955812844044,1.6688332851498178,0.0932211405625432,14
21,0.4758885258209636,0.8458990478486405,1.667379712474123,0.09198367000962025,0.5219408535251492,0.8346581465575831,1.6661932740416894,0.0954122998730793,14
22,0.47297745802336266,0.8463909387949895,1.664851734584116,0.09158717062324162,0.514126197836901,0.8377417323645074,1.6636603889268298,0.09202601600623825,15
