epoch,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,0.5911451490345405,0.8128435204354075,1.840344377411041,0.10899215223151638,0.5768339841773635,0.8175222522686201,1.7994967744655215,0.1076520466797888,1
1,0.5554644331161739,0.8218383312818124,1.7828638593122854,0.10469392116247199,0.5738303155491227,0.8187553811714383,1.7705040368432527,0.10118299028786425,2
2,0.5438860408351784,0.8253916264308516,1.7614506503436116,0.10318966445742311,0.5609814902277369,0.8224595445796106,1.7540234556535088,0.09788345043954155,3
3,0.5330342001951578,0.8284661533461561,1.7467915548074275,0.10125828842139196,0.568537457522593,0.8206544412782222,1.7420583673730148,0.10230110631864693,3
4,0.5303158822463967,0.8292043246632003,1.738133215895687,0.10085347425383275,0.5555578838053502,0.8226161398347079,1.7337472590755065,0.102886533759382,4
5,0.5220785668065325,0.8317595838559173,1.7295132302411818,0.09949886542851151,0.5430921053807987,0.8267880850606343,1.7259309127062596,0.09987847874755108,5
6,0.5178462151677636,0.8333313964027586,1.7224400127915998,0.09882249801749066,0.5475914119889862,0.8265651683205596,1.7194489837242175,0.09994743105682458,5
7,0.5141641161115894,0.8344800862852085,1.7165369668555914,0.09852709670027944,0.5411211564352638,0.8284255565140439,1.71383735722519,0.0995529720666734,6
8,0.5088898363474168,0.8359522526128347,1.7108809780794423,0.09765975589747326,0.5376528223094187,0.8295436718903502,1.7086024453265165,0.0955625697444557,7
9,0.5052290399912853,0.8369381230192116,1.7059868509549525,0.09693088359539256,0.5357680748559926,0.8303909135507035,1.7036978192965475,0.09746941424099186,8
10,0.5075208599063736,0.8370874350375285,1.7015394515967464,0.09660785582867316,0.5370712658292369,0.8301441054072445,1.6996991244803645,0.10174548547119983,8
11,0.5000424136282408,0.8386443753217374,1.6976697092860338,0.09585846414569138,0.5325770188711192,0.8306035286339867,1.695639334721181,0.09430317895061993,9
12,0.5026867023162674,0.8392091101884712,1.69407942783424,0.09538067716219609,0.5372697765497785,0.829826985779527,1.6924444577968083,0.0968616396422149,9
13,0.4945278239311182,0.8401284927147317,1.6905235787769552,0.09470900502612917,0.5253186079232316,0.8328676284046975,1.6888404878419498,0.09454535822223532,10
14,0.4910473455070404,0.8410063835033965,1.6870919553372095,0.09443627034652285,0.536346513895612,0.829841411610184,1.685381367449155,0.09707524537859223,10
15,0.48744116190668435,0.842739845319098,1.683745050515733,0.09383620679712121,0.5225841323796071,0.8339938123494314,1.6821604777772148,0.09543674322174961,11
16,0.48880600432119176,0.8417447410384561,1.680637500297285,0.09420282638635574,0.5336339004729923,0.8310203695315153,1.6792358613033485,0.09667654789489749,11
17,0.4853834026215369,0.8427926407130936,1.6777488120966864,0.09368667654842544,0.5222268121807199,0.8344344428212752,1.6764634409329822,0.09532686508499236,12
18,0.48478899246506524,0.8438334086829568,1.6749913370366003,0.0929405997489997,0.5201610641652032,0.8353327533070759,1.673774430604564,0.09367388087061682,13
19,0.4876998661292924,0.8438085528502269,1.67260815639225,0.092981916651439,0.5207634256466439,0.8346695492588377,1.6715254776206054,0.09233107432004327,13
20,0.47924918543264183,0.8447569395776969,1.670124773584699,0.09272579199149494,0.5197583195410277,0.8344889830832983,1.6690239276288243,0.09592744492841547,14
21,0.47633601224039035,0.8457079726078137,1.667625186451148,0.09208539763329457,0.5140915013065464,0.8365926033898736,1.6664611225219867,0.09138715401243477,15
22,0.4759585582068441,0.845798533408683,1.6652378785885016,0.09212954045489077,0.5130299082712123,0.8371995304194495,1.6640648306710624,0.09238769073165555,16
23,0.47352551757766487,0.8464671243923577,1.6628223452971165,0.09164529967360706,0.5204886053345705,0.835096292612825,1.6617551460882085,0.09242908755098053,16
24,0.47208577034156224,0.8468537786064225,1.6607485582715706,0.09165466309390244,0.514889746355383,0.8368222437810927,1.659594745158816,0.09224508660747412,16
25,0.4709170628142984,0.8471417048482979,1.6584320981045215,0.09151680321806946,0.521183408443865,0.8343640784253964,1.6574769629563446,0.09408856733397651,16
26,0.4690117695265346,0.8484203152163862,1.6564894598699267,0.09036732558354742,0.5109326564951947,0.8385841047015572,1.6554813070495509,0.09236702630450258,17
27,0.46648578262991375,0.8486679570553903,1.6543281725255623,0.09039869961414047,0.5153011378489043,0.8364106712032111,1.653393154665802,0.09129309976147368,17
28,0.4636385415991147,0.8492950666091982,1.6523240714796181,0.0898572796412134,0.5105485285583296,0.8374328554660797,1.6512739394676499,0.09164279140511929,18
29,0.4628078253297081,0.8497210150208104,1.650248510144318,0.08974368838953861,0.5137893196783567,0.8370711703694651,1.649262681443607,0.09230148098726891,18
